accession,dataset,row_id:ID(Protein),:LABEL
E9PWK2,UP000005640_9606,2508,Protein
E9PWL0,UP000005640_9606,2509,Protein
E9PWL6,UP000005640_9606,2510,Protein
E9PWM3,UP000005640_9606,2511,Protein
E9PWP1,UP000005640_9606,2512,Protein
E9PWP7,UP000005640_9606,2513,Protein
E9PWP9,UP000005640_9606,2514,Protein
E9PWR4,UP000005640_9606,2515,Protein
E9PWS4,UP000005640_9606,2516,Protein
E9PWS6,UP000005640_9606,2517,Protein
E9PWT2,UP000005640_9606,2518,Protein
E9PWU0,UP000005640_9606,2519,Protein
E9PWV2,UP000005640_9606,2520,Protein
E9PWW0,UP000005640_9606,2521,Protein
E9PWW6,UP000005640_9606,2522,Protein
E9PWW9,UP000005640_9606,2523,Protein
E9PWY5,UP000005640_9606,2524,Protein
E9PWZ2,UP000005640_9606,2525,Protein
E9PWZ3,UP000005640_9606,2526,Protein
E9PX14,UP000005640_9606,2527,Protein
E9PX28,UP000005640_9606,2528,Protein
E9PX29,UP000005640_9606,2529,Protein
E9PX31,UP000005640_9606,2530,Protein
E9PX34,UP000005640_9606,2531,Protein
E9PX37,UP000005640_9606,2532,Protein
E9PX39,UP000005640_9606,2533,Protein
E9PX47,UP000005640_9606,2534,Protein
E9PX57,UP000005640_9606,2535,Protein
E9PX68,UP000005640_9606,2536,Protein
E9PX79,UP000005640_9606,2537,Protein
E9PX82,UP000005640_9606,2538,Protein
E9PX92,UP000005640_9606,2539,Protein
E9PX95,UP000005640_9606,2540,Protein
E9PX96,UP000005640_9606,2541,Protein
E9PXB6,UP000005640_9606,2542,Protein
E9PXC0,UP000005640_9606,2543,Protein
E9PXC3,UP000005640_9606,2544,Protein
E9PXC9,UP000005640_9606,2545,Protein
E9PXF0,UP000005640_9606,2546,Protein
E9PXF3,UP000005640_9606,2547,Protein
E9PXF8,UP000005640_9606,2548,Protein
E9PXH6,UP000005640_9606,2549,Protein
E9PXI5,UP000005640_9606,2550,Protein
E9PXJ4,UP000005640_9606,2551,Protein
E9PXJ8,UP000005640_9606,2552,Protein
E9PXM3,UP000005640_9606,2553,Protein
E9PXM9,UP000005640_9606,2554,Protein
E9PXN1,UP000005640_9606,2555,Protein
E9PXN3,UP000005640_9606,2556,Protein
E9PXT9,UP000005640_9606,2557,Protein
E9PXV9,UP000005640_9606,2558,Protein
E9PXW4,UP000005640_9606,2559,Protein
E9PXX8,UP000005640_9606,2560,Protein
E9PXX9,UP000005640_9606,2561,Protein
E9PY03,UP000005640_9606,2562,Protein
E9PY16,UP000005640_9606,2563,Protein
E9PY28,UP000005640_9606,2564,Protein
E9PY43,UP000005640_9606,2565,Protein
E9PY46,UP000005640_9606,2566,Protein
E9PY60,UP000005640_9606,2567,Protein
E9PY61,UP000005640_9606,2568,Protein
E9PY62,UP000005640_9606,2569,Protein
E9PY92,UP000005640_9606,2570,Protein
E9PYB3,UP000005640_9606,2571,Protein
E9PYB4,UP000005640_9606,2572,Protein
E9PYC2,UP000005640_9606,2573,Protein
E9PYD1,UP000005640_9606,2574,Protein
E9PYD7,UP000005640_9606,2575,Protein
E9PYF5,UP000005640_9606,2576,Protein
E9PYF7,UP000005640_9606,2577,Protein
E9PYG6,UP000005640_9606,2578,Protein
E9PYH6,UP000005640_9606,2579,Protein
E9PYI1,UP000005640_9606,2580,Protein
E9PYI4,UP000005640_9606,2581,Protein
E9PYJ0,UP000005640_9606,2582,Protein
E9PYK3,UP000005640_9606,2583,Protein
E9PYK6,UP000005640_9606,2584,Protein
E9PYL2,UP000005640_9606,2585,Protein
E9PYL5,UP000005640_9606,2586,Protein
E9PYL8,UP000005640_9606,2587,Protein
E9PYP1,UP000005640_9606,2588,Protein
E9PYP2,UP000005640_9606,2589,Protein
E9PYP4,UP000005640_9606,2590,Protein
E9PYQ0,UP000005640_9606,2591,Protein
E9PYQ4,UP000005640_9606,2592,Protein
E9PYQ5,UP000005640_9606,2593,Protein
E9PYS0,UP000005640_9606,2594,Protein
E9PYW5,UP000005640_9606,2595,Protein
E9PYY2,UP000005640_9606,2596,Protein
E9PYY5,UP000005640_9606,2597,Protein
E9PYY6,UP000005640_9606,2598,Protein
E9PZ11,UP000005640_9606,2599,Protein
E9PZ19,UP000005640_9606,2600,Protein
E9PZ36,UP000005640_9606,2601,Protein
E9PZ56,UP000005640_9606,2602,Protein
E9PZ66,UP000005640_9606,2603,Protein
E9PZ87,UP000005640_9606,2604,Protein
E9PZA6,UP000005640_9606,2605,Protein
E9PZF7,UP000005640_9606,2606,Protein
E9PZG0,UP000005640_9606,2607,Protein
E9PZI3,UP000005640_9606,2608,Protein
E9PZI8,UP000005640_9606,2609,Protein
E9PZJ7,UP000005640_9606,2610,Protein
E9PZJ8,UP000005640_9606,2611,Protein
E9PZK8,UP000005640_9606,2612,Protein
E9PZM4,UP000005640_9606,2613,Protein
E9PZM7,UP000005640_9606,2614,Protein
E9PZN8,UP000005640_9606,2615,Protein
E9PZP6,UP000005640_9606,2616,Protein
E9PZP8,UP000005640_9606,2617,Protein
E9PZQ0,UP000005640_9606,2618,Protein
E9PZQ1,UP000005640_9606,2619,Protein
E9PZQ8,UP000005640_9606,2620,Protein
E9PZR7,UP000005640_9606,2621,Protein
E9PZS7,UP000005640_9606,2622,Protein
E9PZS9,UP000005640_9606,2623,Protein
E9PZU2,UP000005640_9606,2624,Protein
E9PZU5,UP000005640_9606,2625,Protein
E9PZX1,UP000005640_9606,2626,Protein
E9PZX4,UP000005640_9606,2627,Protein
E9PZY4,UP000005640_9606,2628,Protein
E9PZZ1,UP000005640_9606,2629,Protein
E9PZZ6,UP000005640_9606,2630,Protein
E9Q007,UP000005640_9606,2631,Protein
E9Q032,UP000005640_9606,2632,Protein
E9Q046,UP000005640_9606,2633,Protein
E9Q048,UP000005640_9606,2634,Protein
E9Q050,UP000005640_9606,2635,Protein
E9Q067,UP000005640_9606,2636,Protein
E9Q069,UP000005640_9606,2637,Protein
E9Q079,UP000005640_9606,2638,Protein
E9Q0A8,UP000005640_9606,2639,Protein
E9Q0B3,UP000005640_9606,2640,Protein
E9Q0B6,UP000005640_9606,2641,Protein
E9Q0C6,UP000005640_9606,2642,Protein
E9Q0E7,UP000005640_9606,2643,Protein
E9Q0F0,UP000005640_9606,2644,Protein
E9Q0G7,UP000005640_9606,2645,Protein
E9Q0K5,UP000005640_9606,2646,Protein
E9Q0M4,UP000005640_9606,2647,Protein
E9Q0N2,UP000005640_9606,2648,Protein
E9Q0P0,UP000005640_9606,2649,Protein
E9Q0Q2,UP000005640_9606,2650,Protein
E9Q0Q3,UP000005640_9606,2651,Protein
E9Q0R1,UP000005640_9606,2652,Protein
E9Q0S6,UP000005640_9606,2653,Protein
E9Q0T8,UP000005640_9606,2654,Protein
E9Q0V3,UP000005640_9606,2655,Protein
E9Q0X2,UP000005640_9606,2656,Protein
E9Q0Y7,UP000005640_9606,2657,Protein
E9Q0Z1,UP000005640_9606,2658,Protein
E9Q137,UP000005640_9606,2659,Protein
E9Q166,UP000005640_9606,2660,Protein
E9Q173,UP000005640_9606,2661,Protein
E9Q1A5,UP000005640_9606,2662,Protein
E9Q1C1,UP000005640_9606,2663,Protein
E9Q1C7,UP000005640_9606,2664,Protein
E9Q1F5,UP000005640_9606,2665,Protein
E9Q1J0,UP000005640_9606,2666,Protein
E9Q1L0,UP000005640_9606,2667,Protein
E9Q1L6,UP000005640_9606,2668,Protein
E9Q1L8,UP000005640_9606,2669,Protein
E9Q1M1,UP000005640_9606,2670,Protein
E9Q1M3,UP000005640_9606,2671,Protein
E9Q1N7,UP000005640_9606,2672,Protein
E9Q1P0,UP000005640_9606,2673,Protein
E9Q1P8,UP000005640_9606,2674,Protein
E9Q1U1,UP000005640_9606,2675,Protein
E9Q1W3,UP000005640_9606,2676,Protein
E9Q1Y9,UP000005640_9606,2677,Protein
E9Q1Z0,UP000005640_9606,2678,Protein
E9Q1Z2,UP000005640_9606,2679,Protein
E9Q1Z6,UP000005640_9606,2680,Protein
E9Q207,UP000005640_9606,2681,Protein
E9Q235,UP000005640_9606,2682,Protein
E9Q236,UP000005640_9606,2683,Protein
E9Q238,UP000005640_9606,2684,Protein
E9Q252,UP000005640_9606,2685,Protein
E9Q264,UP000005640_9606,2686,Protein
E9Q271,UP000005640_9606,2687,Protein
E9Q281,UP000005640_9606,2688,Protein
E9Q286,UP000005640_9606,2689,Protein
E9Q287,UP000005640_9606,2690,Protein
E9Q295,UP000005640_9606,2691,Protein
E9Q2A7,UP000005640_9606,2692,Protein
E9Q2B9,UP000005640_9606,2693,Protein
E9Q2C0,UP000005640_9606,2694,Protein
E9Q2E4,UP000005640_9606,2695,Protein
E9Q2E9,UP000005640_9606,2696,Protein
E9Q2H5,UP000005640_9606,2697,Protein
E9Q2I4,UP000005640_9606,2698,Protein
E9Q2J5,UP000005640_9606,2699,Protein
E9Q2M4,UP000005640_9606,2700,Protein
E9Q2M9,UP000005640_9606,2701,Protein
E9Q2N4,UP000005640_9606,2702,Protein
E9Q2Q1,UP000005640_9606,2703,Protein
E9Q2S6,UP000005640_9606,2704,Protein
E9Q2S7,UP000005640_9606,2705,Protein
E9Q2T4,UP000005640_9606,2706,Protein
E9Q2U5,UP000005640_9606,2707,Protein
E9Q2Y0,UP000005640_9606,2708,Protein
E9Q2Z1,UP000005640_9606,2709,Protein
E9Q2Z6,UP000005640_9606,2710,Protein
E9Q309,UP000005640_9606,2711,Protein
E9Q328,UP000005640_9606,2712,Protein
E9Q343,UP000005640_9606,2713,Protein
E9Q346,UP000005640_9606,2714,Protein
E9Q349,UP000005640_9606,2715,Protein
E9Q355,UP000005640_9606,2716,Protein
E9Q357,UP000005640_9606,2717,Protein
E9Q365,UP000005640_9606,2718,Protein
E9Q366,UP000005640_9606,2719,Protein
E9Q368,UP000005640_9606,2720,Protein
E9Q373,UP000005640_9606,2721,Protein
E9Q382,UP000005640_9606,2722,Protein
E9Q394,UP000005640_9606,2723,Protein
E9Q3A5,UP000005640_9606,2724,Protein
E9Q3A7,UP000005640_9606,2725,Protein
E9Q3C1,UP000005640_9606,2726,Protein
E9Q3D4,UP000005640_9606,2727,Protein
E9Q3E1,UP000005640_9606,2728,Protein
E9Q3F5,UP000005640_9606,2729,Protein
E9Q3G0,UP000005640_9606,2730,Protein
E9Q3G8,UP000005640_9606,2731,Protein
E9Q3H4,UP000005640_9606,2732,Protein
E9Q3K0,UP000005640_9606,2733,Protein
E9Q3K2,UP000005640_9606,2734,Protein
E9Q3K4,UP000005640_9606,2735,Protein
E9Q3L2,UP000005640_9606,2736,Protein
E9Q3L4,UP000005640_9606,2737,Protein
E9Q3M5,UP000005640_9606,2738,Protein
E9Q3M9,UP000005640_9606,2739,Protein
E9Q3P4,UP000005640_9606,2740,Protein
E9Q3R6,UP000005640_9606,2741,Protein
E9Q3S4,UP000005640_9606,2742,Protein
E9Q3T6,UP000005640_9606,2743,Protein
E9Q3Z1,UP000005640_9606,2744,Protein
E9Q401,UP000005640_9606,2745,Protein
E9Q407,UP000005640_9606,2746,Protein
E9Q409,UP000005640_9606,2747,Protein
E9Q411,UP000005640_9606,2748,Protein
E9Q413,UP000005640_9606,2749,Protein
E9Q414,UP000005640_9606,2750,Protein
E9Q422,UP000005640_9606,2751,Protein
E9Q438,UP000005640_9606,2752,Protein
E9Q459,UP000005640_9606,2753,Protein
E9Q468,UP000005640_9606,2754,Protein
E9Q492,UP000005640_9606,2755,Protein
E9Q4E0,UP000005640_9606,2756,Protein
E9Q4F2,UP000005640_9606,2757,Protein
E9Q4F7,UP000005640_9606,2758,Protein
E9Q4G0,UP000005640_9606,2759,Protein
E9Q4H3,UP000005640_9606,2760,Protein
E9Q4J3,UP000005640_9606,2761,Protein
E9Q4J9,UP000005640_9606,2762,Protein
E9Q4M0,UP000005640_9606,2763,Protein
E9Q4N7,UP000005640_9606,2764,Protein
E9Q4P1,UP000005640_9606,2765,Protein
E9Q4Q0,UP000005640_9606,2766,Protein
E9Q4R4,UP000005640_9606,2767,Protein
E9Q4R5,UP000005640_9606,2768,Protein
E9Q4S1,UP000005640_9606,2769,Protein
E9Q4T4,UP000005640_9606,2770,Protein
E9Q4V7,UP000005640_9606,2771,Protein
E9Q4X2,UP000005640_9606,2772,Protein
E9Q4X4,UP000005640_9606,2773,Protein
E9Q4X7,UP000005640_9606,2774,Protein
E9Q4Y4,UP000005640_9606,2775,Protein
E9Q4Y8,UP000005640_9606,2776,Protein
E9Q4Z2,UP000005640_9606,2777,Protein
E9Q501,UP000005640_9606,2778,Protein
E9Q512,UP000005640_9606,2779,Protein
E9Q518,UP000005640_9606,2780,Protein
E9Q519,UP000005640_9606,2781,Protein
E9Q528,UP000005640_9606,2782,Protein
E9Q542,UP000005640_9606,2783,Protein
E9Q544,UP000005640_9606,2784,Protein
E9Q545,UP000005640_9606,2785,Protein
E9Q546,UP000005640_9606,2786,Protein
E9Q547,UP000005640_9606,2787,Protein
E9Q549,UP000005640_9606,2788,Protein
E9Q550,UP000005640_9606,2789,Protein
E9Q554,UP000005640_9606,2790,Protein
E9Q555,UP000005640_9606,2791,Protein
E9Q557,UP000005640_9606,2792,Protein
E9Q564,UP000005640_9606,2793,Protein
E9Q573,UP000005640_9606,2794,Protein
E9Q593,UP000005640_9606,2795,Protein
E9Q598,UP000005640_9606,2796,Protein
E9Q5A6,UP000005640_9606,2797,Protein
E9Q5C7,UP000005640_9606,2798,Protein
E9Q5C9,UP000005640_9606,2799,Protein
E9Q5D8,UP000005640_9606,2800,Protein
E9Q5E2,UP000005640_9606,2801,Protein
E9Q5F1,UP000005640_9606,2802,Protein
E9Q5F9,UP000005640_9606,2803,Protein
E9Q5G2,UP000005640_9606,2804,Protein
E9Q5G3,UP000005640_9606,2805,Protein
E9Q5G7,UP000005640_9606,2806,Protein
E9Q5G9,UP000005640_9606,2807,Protein
E9Q5I3,UP000005640_9606,2808,Protein
E9Q5K2,UP000005640_9606,2809,Protein
E9Q5K4,UP000005640_9606,2810,Protein
E9Q5K9,UP000005640_9606,2811,Protein
E9Q5L8,UP000005640_9606,2812,Protein
E9Q5M4,UP000005640_9606,2813,Protein
E9Q5M6,UP000005640_9606,2814,Protein
E9Q5M9,UP000005640_9606,2815,Protein
E9Q5N9,UP000005640_9606,2816,Protein
E9Q5P8,UP000005640_9606,2817,Protein
E9Q5R7,UP000005640_9606,2818,Protein
E9Q5W2,UP000005640_9606,2819,Protein
E9Q5Z5,UP000005640_9606,2820,Protein
E9Q5Z6,UP000005640_9606,2821,Protein
E9Q5Z9,UP000005640_9606,2822,Protein
E9Q612,UP000005640_9606,2823,Protein
E9Q616,UP000005640_9606,2824,Protein
E9Q623,UP000005640_9606,2825,Protein
E9Q634,UP000005640_9606,2826,Protein
E9Q637,UP000005640_9606,2827,Protein
E9Q649,UP000005640_9606,2828,Protein
E9Q658,UP000005640_9606,2829,Protein
E9Q6A2,UP000005640_9606,2830,Protein
E9Q6B2,UP000005640_9606,2831,Protein
E9Q6B9,UP000005640_9606,2832,Protein
E9Q6C8,UP000005640_9606,2833,Protein
E9Q6D3,UP000005640_9606,2834,Protein
E9Q6D6,UP000005640_9606,2835,Protein
E9Q6D7,UP000005640_9606,2836,Protein
E9Q6D8,UP000005640_9606,2837,Protein
E9Q6E9,UP000005640_9606,2838,Protein
E9Q6H8,UP000005640_9606,2839,Protein
E9Q6I0,UP000005640_9606,2840,Protein
E9Q6J4,UP000005640_9606,2841,Protein
E9Q6J5,UP000005640_9606,2842,Protein
E9Q6J6,UP000005640_9606,2843,Protein
E9Q6K3,UP000005640_9606,2844,Protein
E9Q6L7,UP000005640_9606,2845,Protein
E9Q6M3,UP000005640_9606,2846,Protein
E9Q6P5,UP000005640_9606,2847,Protein
E9Q6R1,UP000005640_9606,2848,Protein
E9Q6R7,UP000005640_9606,2849,Protein
E9Q6S0,UP000005640_9606,2850,Protein
E9Q6S4,UP000005640_9606,2851,Protein
E9Q6U5,UP000005640_9606,2852,Protein
E9Q6W4,UP000005640_9606,2853,Protein
E9Q6X9,UP000005640_9606,2854,Protein
E9Q6Y4,UP000005640_9606,2855,Protein
E9Q6Y8,UP000005640_9606,2856,Protein
E9Q6Z5,UP000005640_9606,2857,Protein
E9Q6Z7,UP000005640_9606,2858,Protein
E9Q711,UP000005640_9606,2859,Protein
E9Q716,UP000005640_9606,2860,Protein
E9Q725,UP000005640_9606,2861,Protein
E9Q732,UP000005640_9606,2862,Protein
E9Q735,UP000005640_9606,2863,Protein
E9Q743,UP000005640_9606,2864,Protein
E9Q745,UP000005640_9606,2865,Protein
E9Q759,UP000005640_9606,2866,Protein
E9Q777,UP000005640_9606,2867,Protein
E9Q784,UP000005640_9606,2868,Protein
E9Q793,UP000005640_9606,2869,Protein
E9Q7C4,UP000005640_9606,2870,Protein
E9Q7C5,UP000005640_9606,2871,Protein
E9Q7D5,UP000005640_9606,2872,Protein
E9Q7E2,UP000005640_9606,2873,Protein
E9Q7E4,UP000005640_9606,2874,Protein
E9Q7E7,UP000005640_9606,2875,Protein
E9Q7F2,UP000005640_9606,2876,Protein
E9Q7F5,UP000005640_9606,2877,Protein
E9Q7G0,UP000005640_9606,2878,Protein
E9Q7L1,UP000005640_9606,2879,Protein
E9Q7L6,UP000005640_9606,2880,Protein
E9Q7M2,UP000005640_9606,2881,Protein
E9Q7M8,UP000005640_9606,2882,Protein
E9Q7N9,UP000005640_9606,2883,Protein
E9Q7P1,UP000005640_9606,2884,Protein
E9Q7P2,UP000005640_9606,2885,Protein
E9Q7P5,UP000005640_9606,2886,Protein
E9Q7P9,UP000005640_9606,2887,Protein
E9Q7R9,UP000005640_9606,2888,Protein
E9Q7S8,UP000005640_9606,2889,Protein
E9Q7T7,UP000005640_9606,2890,Protein
E9Q7U0,UP000005640_9606,2891,Protein
E9Q7U8,UP000005640_9606,2892,Protein
E9Q7W1,UP000005640_9606,2893,Protein
E9Q7X3,UP000005640_9606,2894,Protein
E9Q7X6,UP000005640_9606,2895,Protein
E9Q7X7,UP000005640_9606,2896,Protein
E9Q816,UP000005640_9606,2897,Protein
E9Q838,UP000005640_9606,2898,Protein
E9Q840,UP000005640_9606,2899,Protein
E9Q843,UP000005640_9606,2900,Protein
E9Q848,UP000005640_9606,2901,Protein
E9Q861,UP000005640_9606,2902,Protein
E9Q876,UP000005640_9606,2903,Protein
E9Q891,UP000005640_9606,2904,Protein
E9Q8A4,UP000005640_9606,2905,Protein
E9Q8B5,UP000005640_9606,2906,Protein
E9Q8D0,UP000005640_9606,2907,Protein
E9Q8F6,UP000005640_9606,2908,Protein
E9Q8F8,UP000005640_9606,2909,Protein
E9Q8G3,UP000005640_9606,2910,Protein
E9Q8G5,UP000005640_9606,2911,Protein
E9Q8I5,UP000005640_9606,2912,Protein
E9Q8I6,UP000005640_9606,2913,Protein
E9Q8I7,UP000005640_9606,2914,Protein
E9Q8I9,UP000005640_9606,2915,Protein
E9Q8J5,UP000005640_9606,2916,Protein
E9Q8L6,UP000005640_9606,2917,Protein
E9Q8M0,UP000005640_9606,2918,Protein
E9Q8M1,UP000005640_9606,2919,Protein
E9Q8M2,UP000005640_9606,2920,Protein
E9Q8N6,UP000005640_9606,2921,Protein
E9Q8Q6,UP000005640_9606,2922,Protein
E9Q8Q8,UP000005640_9606,2923,Protein
E9Q8T0,UP000005640_9606,2924,Protein
E9Q8T2,UP000005640_9606,2925,Protein
E9Q8T7,UP000005640_9606,2926,Protein
E9Q8V1,UP000005640_9606,2927,Protein
E9Q8V6,UP000005640_9606,2928,Protein
E9Q8V7,UP000005640_9606,2929,Protein
E9Q8X1,UP000005640_9606,2930,Protein
E9Q8X3,UP000005640_9606,2931,Protein
E9Q8X5,UP000005640_9606,2932,Protein
E9Q8Z1,UP000005640_9606,2933,Protein
E9Q8Z3,UP000005640_9606,2934,Protein
E9Q912,UP000005640_9606,2935,Protein
E9Q942,UP000005640_9606,2936,Protein
E9Q956,UP000005640_9606,2937,Protein
E9Q963,UP000005640_9606,2938,Protein
E9Q980,UP000005640_9606,2939,Protein
E9Q981,UP000005640_9606,2940,Protein
E9Q985,UP000005640_9606,2941,Protein
E9Q9A6,UP000005640_9606,2942,Protein
E9Q9A9,UP000005640_9606,2943,Protein
E9Q9B3,UP000005640_9606,2944,Protein
E9Q9B7,UP000005640_9606,2945,Protein
E9Q9C6,UP000005640_9606,2946,Protein
E9Q9D5,UP000005640_9606,2947,Protein
E9Q9D8,UP000005640_9606,2948,Protein
E9Q9F6,UP000005640_9606,2949,Protein
E9Q9F7,UP000005640_9606,2950,Protein
E9Q9G1,UP000005640_9606,2951,Protein
E9Q9G3,UP000005640_9606,2952,Protein
E9Q9H8,UP000005640_9606,2953,Protein
E9Q9K5,UP000005640_9606,2954,Protein
E9Q9K8,UP000005640_9606,2955,Protein
E9Q9M8,UP000005640_9606,2956,Protein
E9Q9M9,UP000005640_9606,2957,Protein
E9Q9N3,UP000005640_9606,2958,Protein
E9Q9P5,UP000005640_9606,2959,Protein
E9Q9Q2,UP000005640_9606,2960,Protein
E9Q9Q5,UP000005640_9606,2961,Protein
E9Q9Q6,UP000005640_9606,2962,Protein
E9Q9R3,UP000005640_9606,2963,Protein
E9Q9R9,UP000005640_9606,2964,Protein
E9Q9S8,UP000005640_9606,2965,Protein
E9Q9T0,UP000005640_9606,2966,Protein
E9Q9T3,UP000005640_9606,2967,Protein
E9Q9U0,UP000005640_9606,2968,Protein
E9Q9U2,UP000005640_9606,2969,Protein
E9Q9U8,UP000005640_9606,2970,Protein
E9Q9W4,UP000005640_9606,2971,Protein
E9Q9W7,UP000005640_9606,2972,Protein
E9Q9Y3,UP000005640_9606,2973,Protein
E9Q9Z0,UP000005640_9606,2974,Protein
E9Q9Z6,UP000005640_9606,2975,Protein
E9Q9Z8,UP000005640_9606,2976,Protein
E9QA14,UP000005640_9606,2977,Protein
E9QA16,UP000005640_9606,2978,Protein
E9QA22,UP000005640_9606,2979,Protein
E9QA28,UP000005640_9606,2980,Protein
E9QA35,UP000005640_9606,2981,Protein
E9QA57,UP000005640_9606,2982,Protein
E9QA62,UP000005640_9606,2983,Protein
E9QA79,UP000005640_9606,2984,Protein
E9QA94,UP000005640_9606,2985,Protein
E9QAA1,UP000005640_9606,2986,Protein
E9QAA8,UP000005640_9606,2987,Protein
E9QAE1,UP000005640_9606,2988,Protein
E9QAE3,UP000005640_9606,2989,Protein
E9QAF0,UP000005640_9606,2990,Protein
E9QAF1,UP000005640_9606,2991,Protein
E9QAF4,UP000005640_9606,2992,Protein
E9QAF5,UP000005640_9606,2993,Protein
E9QAG4,UP000005640_9606,2994,Protein
E9QAG8,UP000005640_9606,2995,Protein
E9QAH2,UP000005640_9606,2996,Protein
E9QAM5,UP000005640_9606,2997,Protein
E9QAN3,UP000005640_9606,2998,Protein
E9QAN8,UP000005640_9606,2999,Protein
E9QAP1,UP000005640_9606,3000,Protein
E9QAP7,UP000005640_9606,3001,Protein
E9QAQ8,UP000005640_9606,3002,Protein
E9QAS1,UP000005640_9606,3003,Protein
E9QAT4,UP000005640_9606,3004,Protein
E9QAT7,UP000005640_9606,3005,Protein
E9QAU8,UP000005640_9606,3006,Protein
E9QAW0,UP000005640_9606,3007,Protein
E9QAZ9,UP000005640_9606,3008,Protein
E9QLQ1,UP000005640_9606,3009,Protein
E9QMW4,UP000005640_9606,3010,Protein
E9QPZ2,UP000005640_9606,3011,Protein
F2YMG0,UP000005640_9606,3012,Protein
F2Z3U3,UP000005640_9606,3013,Protein
F2Z3W5,UP000005640_9606,3014,Protein
F2Z3Y9,UP000005640_9606,3015,Protein
F2Z461,UP000005640_9606,3016,Protein
F2Z472,UP000005640_9606,3017,Protein
F2Z474,UP000005640_9606,3018,Protein
F2Z478,UP000005640_9606,3019,Protein
F2Z493,UP000005640_9606,3020,Protein
F6PZL4,UP000005640_9606,3021,Protein
F6QJK4,UP000005640_9606,3022,Protein
F6QRE9,UP000005640_9606,3023,Protein
F6QVC4,UP000005640_9606,3024,Protein
F6QVZ8,UP000005640_9606,3025,Protein
F6R3J9,UP000005640_9606,3026,Protein
F6R3P9,UP000005640_9606,3027,Protein
F6R7E8,UP000005640_9606,3028,Protein
F6RR30,UP000005640_9606,3029,Protein
F6RWR5,UP000005640_9606,3030,Protein
F6RXI4,UP000005640_9606,3031,Protein
F6SEU4,UP000005640_9606,3032,Protein
F6T1P1,UP000005640_9606,3033,Protein
F6TEE5,UP000005640_9606,3034,Protein
F6TNE3,UP000005640_9606,3035,Protein
F6TQD1,UP000005640_9606,3036,Protein
F6TQW2,UP000005640_9606,3037,Protein
F6TUL9,UP000005640_9606,3038,Protein
F6TZH1,UP000005640_9606,3039,Protein
F6U238,UP000005640_9606,3040,Protein
F6U5V1,UP000005640_9606,3041,Protein
F6U8V3,UP000005640_9606,3042,Protein
F6UGR1,UP000005640_9606,3043,Protein
F6UK53,UP000005640_9606,3044,Protein
F6ULY1,UP000005640_9606,3045,Protein
F6URP1,UP000005640_9606,3046,Protein
F6UUZ3,UP000005640_9606,3047,Protein
F6UWZ4,UP000005640_9606,3048,Protein
F6UZS4,UP000005640_9606,3049,Protein
F6V035,UP000005640_9606,3050,Protein
F6V5V4,UP000005640_9606,3051,Protein
F6VAN0,UP000005640_9606,3052,Protein
F6VKC7,UP000005640_9606,3053,Protein
F6VRJ8,UP000005640_9606,3054,Protein
F6VS78,UP000005640_9606,3055,Protein
F6VWU8,UP000005640_9606,3056,Protein
F6VYM1,UP000005640_9606,3057,Protein
F6W043,UP000005640_9606,3058,Protein
F6W8I0,UP000005640_9606,3059,Protein
F6WAU7,UP000005640_9606,3060,Protein
F6WYC8,UP000005640_9606,3061,Protein
F6WYW0,UP000005640_9606,3062,Protein
F6X687,UP000005640_9606,3063,Protein
F6XJP7,UP000005640_9606,3064,Protein
F6XLV1,UP000005640_9606,3065,Protein
F6XP16,UP000005640_9606,3066,Protein
F6XVS9,UP000005640_9606,3067,Protein
F6XWB2,UP000005640_9606,3068,Protein
F6XZJ7,UP000005640_9606,3069,Protein
F6Y113,UP000005640_9606,3070,Protein
F6YCR7,UP000005640_9606,3071,Protein
F6YJZ8,UP000005640_9606,3072,Protein
F6YK91,UP000005640_9606,3073,Protein
F6YNI8,UP000005640_9606,3074,Protein
F6YQT7,UP000005640_9606,3075,Protein
F6YUX7,UP000005640_9606,3076,Protein
F6YVP7,UP000005640_9606,3077,Protein
F6Z9B9,UP000005640_9606,3078,Protein
F6ZDS4,UP000005640_9606,3079,Protein
F6ZE64,UP000005640_9606,3080,Protein
F6ZIS7,UP000005640_9606,3081,Protein
F6ZNL5,UP000005640_9606,3082,Protein
F6ZS36,UP000005640_9606,3083,Protein
F6ZUS0,UP000005640_9606,3084,Protein
F6ZVF2,UP000005640_9606,3085,Protein
F7A4A7,UP000005640_9606,3086,Protein
F7A6P6,UP000005640_9606,3087,Protein
F7ABZ6,UP000005640_9606,3088,Protein
F7ACM4,UP000005640_9606,3089,Protein
F7ADI6,UP000005640_9606,3090,Protein
F7AIG4,UP000005640_9606,3091,Protein
F7AMQ8,UP000005640_9606,3092,Protein
F7B5D6,UP000005640_9606,3093,Protein
F7BAB2,UP000005640_9606,3094,Protein
F7BJB9,UP000005640_9606,3095,Protein
F7BL62,UP000005640_9606,3096,Protein
F7BTS7,UP000005640_9606,3097,Protein
F7BUM8,UP000005640_9606,3098,Protein
F7BWT7,UP000005640_9606,3099,Protein
F7C950,UP000005640_9606,3100,Protein
F7C9P2,UP000005640_9606,3101,Protein
F7CNM6,UP000005640_9606,3102,Protein
F7CWA7,UP000005640_9606,3103,Protein
F7CWV4,UP000005640_9606,3104,Protein
F7CXU4,UP000005640_9606,3105,Protein
F7CZ33,UP000005640_9606,3106,Protein
F7D8Y4,UP000005640_9606,3107,Protein
